Far field
"Plane Wave Phi"[deg]	"2Blades_SEP_lam80_Carbide [dBsm]"	"2Blades_SEP_lam8_Carbide [dBsm]"	"2Blades_SEP_lam16_Carbide [dBsm]"	"2Blades_SEP_lam20_Carbide [dBsm]"	"2Blades_SEP_lam32_Carbide [dBsm]"	"2Blades_SEP_lam40_Carbide [dBsm]"	"2Blades_SEP_lam64_Carbide [dBsm]"	
-3.10000000E+01	-5.92721529E+01	-6.14702390E+01	-6.23515306E+01	-6.23863153E+01	-6.16449004E+01	-5.98006948E+01	-5.92271648E+01	
-3.00000000E+01	-6.10807643E+01	-6.04123507E+01	-6.13186602E+01	-6.15902030E+01	-6.26448212E+01	-6.09648040E+01	-6.08155851E+01	
-2.90000000E+01	-6.22301638E+01	-5.94124214E+01	-6.01692271E+01	-6.05493523E+01	-6.25204012E+01	-6.13603975E+01	-6.17130491E+01	
-2.80000000E+01	-6.25115067E+01	-5.86120154E+01	-5.92059161E+01	-5.96291120E+01	-6.17715802E+01	-6.11511165E+01	-6.18492531E+01	
-2.70000000E+01	-6.21880789E+01	-5.80202752E+01	-5.84803930E+01	-5.89208326E+01	-6.09248790E+01	-6.06857585E+01	-6.15143792E+01	
-2.60000000E+01	-6.16554677E+01	-5.76070313E+01	-5.79685396E+01	-5.84154026E+01	-6.02039234E+01	-6.02079368E+01	-6.10420955E+01	
-2.50000000E+01	-6.11462960E+01	-5.73336358E+01	-5.76275231E+01	-5.80769766E+01	-5.96542300E+01	-5.98180467E+01	-6.06073619E+01	
-2.40000000E+01	-6.07394075E+01	-5.71641576E+01	-5.74177606E+01	-5.78664327E+01	-5.92587979E+01	-5.95375250E+01	-6.02714605E+01	
-2.30000000E+01	-6.04450327E+01	-5.70653405E+01	-5.73022165E+01	-5.77483806E+01	-5.89845036E+01	-5.93542576E+01	-6.00366646E+01	
-2.20000000E+01	-6.02431000E+01	-5.70108767E+01	-5.72497842E+01	-5.76898625E+01	-5.87968509E+01	-5.92460015E+01	-5.98846993E+01	
-2.10000000E+01	-6.01098392E+01	-5.69781600E+01	-5.72333557E+01	-5.76653856E+01	-5.86674387E+01	-5.91871008E+01	-5.97918311E+01	
